A1AG1_N93_H(6)N(5)S(2)F(4),1896432.774,2219718.185,2090955.483,1590883.754,1894742.05,2251459.133,8621806.046,9008530.533,8252955.173,8147391.661,8441558.457,8740797.687,4343804.96,5723085.578,6128762.132,6045934.136,5240415.573,5299799.703,5158845.653,9029217.432,6561634.97,5737493.381,8131058.584,8325443.959,4154216.417,4200274.763,4265664.914,1.33127494
IC1_N25_H(7)N(6)S(4)F(1)_2,3511951.29,3104262.27,2910214.609,3489496.09,3072770.232,3267993.93,8252964.744,8014304.73,6616765.459,7131022.379,13267616.77,6114274.105,4079740.4,3602716.613,3804708.553,2494014.132,3980606.384,2305662.339,6739267.463,6806478.625,6133105.268,6066250.777,6476671.678,5955612.347,5941918.929,5787376.529,5837772.818,1.34593295
APOD_N98_H(6)N(5)S(2)F(1)_1,7109645.212,6011429.713,5689548.507,6049575.388,6101082.392,5965724.173,6121521.276,5690947.922,6123905.708,6552185.371,5865850.522,7159520.534,4710387.262,4604019.735,4070939.26,4068673.257,4488428.509,3752653.871,4914599.278,4372943.032,4894845.556,4972455.64,5603683.126,4989214.214,6480886.494,6324216.201,6341417.22,1.346244641
KNG1_N294_H(8)N(7)F(1),24594642.42,30611854.48,27654340.26,25541525.16,28316870.42,28667169.76,20216610.09,21658523.13,18111740.66,21145146.03,21469043.89,18119060.08,26247844.07,26676296.19,24559675.78,22617103.91,23562554.08,23650543.7,11125926.97,11090774.79,11833860.08,12631493.69,12053353.12,12080382.91,25403644.7,25284635.57,24766256.41,1.347458038
CERU_N138_H(5)N(4)S(1)F(3)_1,884672.0176,835827.9738,989509.7725,1211428.125,1306869.916,1050065.877,659978.6951,1323448.647,953012.4198,608851.6985,826616.849,708736.372,614809.4282,506829.2625,703751.4293,804766.5244,596907.6231,642409.7467,961865.9383,1365656.476,846174.7953,842235.598,984639.5522,903099.2133,884466.6186,897361.0431,908701.4605,1.352045063
GTR1_N45_H(6)N(5)S(3)F(3),1395707.484,1517885.173,1594750.481,997956.6725,570592.836,765630.1007,1866942.446,2167416.015,2206583.943,1759811.001,2110524.554,1930086.771,1535723.958,1185801.854,1189568.159,1176042.299,833702.1332,683462.1383,930434.3786,1167260.982,1303728.764,1469195.379,989782.2597,1448012.813,1632871.985,1671529.952,1630902.333,1.392555794
CFAH_N882_H(5)N(4)S(2)_2,99723022.27,115041987.1,135018602.9,116230023.8,157235334.1,116143024.2,101618261.3,210017786.6,120360334.9,101420274.5,113073163.7,77762312.33,128880365.3,112948010.8,126034725.8,130411373.8,117999298.6,127662283,147817975.2,144573065.9,127573042.5,127548627.2,156037444.2,129651123.6,131146753.1,127487283.6,129731853.9,1.425467633
AFAM_N402_H(5)N(4)S(2)F(1),885687.7812,951385.9393,748734.4497,1035729.199,959526.2865,1024988.726,2019132.201,2302154.011,1748919.421,1938310.642,1827574.946,1783196.343,1148366.339,1052286.017,981720.8854,1193748.153,1286796.399,1089150.372,1984980.311,2159567.943,1815793.562,2233478.43,2089148.073,1901031.096,1822859.602,1874943.056,1833747.919,1.489928486
FETUA_N156_H(8)N(5)S(1)F(2),6429402.414,4728224.734,7073757.659,6025558.036,6043891.202,6987581.702,5644666.618,5333518.646,5384942.793,5371410.695,5141368.033,5480931.605,5703983.684,6313644.41,5887021.938,5944099.306,5852396.378,5203362.156,5484111.281,5665255.773,5351495.828,5682423.268,5024489.357,4974665.885,5664355.368,5516298.962,5657961.175,1.491137677
A1AG1_N56/N72_H(12)N(7)S(1),230079.8898,372634.8553,,,453392.5178,860293.6277,1221547.506,,1543999.82,1077700.112,,144741.5847,331452.1341,,,570106.6874,403160.6806,,1899376.47,2121531.143,,2544775.3,3148370.107,,764299.2214,756754.3528,779392.2611,1.503201509
F13B_N545_H(6)N(5)S(3),8055682.99,7853025.392,7521549.704,7743257.908,8696689.105,8334564.009,5996980.568,5379885.395,6605039.442,5748638.473,5956113.049,5845901.523,5312197.858,4775154.249,4348673.305,4759558.245,4887427.335,4609086.525,3154880.934,3020730.301,2941262.864,2994075.859,3104006.99,3336389.972,5001452.904,4860571.774,4891477.288,1.505672451
SEPP1_N174_H(5)N(4)S(2),437832.9839,338022.5495,443729.6737,333172.0422,444284.1219,466510.3867,524920.9768,591745.4956,456984.3601,428864.4607,524146.0717,377090.8126,518761.8189,708986.7946,578825.3296,452154.9364,395546.5078,541572.5707,567884.4989,430042.4123,423004.9769,421434.876,619564.5992,454945.4534,539225.3624,551254.8683,535651.9235,1.508079604
CERU_N138_H(6)N(5)S(3)_3,1103115.117,843033.9772,1208048.467,1009346.092,1242651.726,1056702.73,448203.3202,585982.6821,500264.7914,402577.5855,543515.1611,424534.9592,937545.989,716984.6177,705224.588,594691.2469,827490.9654,823239.95,517181.4325,,476935.7021,385536.1292,3435143.183,346069.5262,745219.8887,754023.448,731102.8401,1.555251402
FIBB_N394_H(4)N(3)S(1),39542815.31,36535294.16,36761701.59,37207565.08,40074226.05,36914158.3,38370052.83,32146373.92,34883420.92,37669723.69,37046368.56,34405833.39,41168154.57,35741557.58,35578669.83,32901396.07,33684890.09,36338505.5,37167764.8,38522723.05,34227541.49,37527265.63,39806964.26,34158803.33,41525624.53,41569495.15,40422644.72,1.578332562
HEP2_N49_H(5)N(4)S(1)F(3),12513109.8,23437740.02,20672427.63,20074386.05,10702602.91,22062032.35,14569257.72,11285888.78,12457864.48,1200920.518,14380146.45,12596077.71,973492.214,17277923.03,18341049.77,14693705.63,20088311.57,497473.4371,20367570.85,21591238.88,20546816.13,19001387.58,20900597.96,18824736.71,21492283.21,21171780.99,20808756.8,1.616362256
IPSP_N262_H(5)N(4)S(2),1566631.827,1874670.328,747257.5943,1569795.112,1651037.12,1649344.362,1616395.562,1615903.814,1757316.067,1921323.061,1459581.138,2165946.934,2561621.837,2409945.818,2598670.846,2304258.023,2863091.1,2378671.738,1494016.61,392459.9056,1348922.87,1611046.676,1469413.535,735082.9592,2152845.108,2191503.208,2121422.544,1.628693506
ITIH1_N588_H(5)N(4)S(2),6052072.171,6271920.958,5182592.067,5031560.538,5261863.516,5821294.242,4406507.076,4484614.521,4598410.787,5731857.91,5799523.887,5024531.872,3861600.026,3545607.836,3078331.184,2963528.618,4125074.066,3742701.168,3706057.932,3314085.717,4989458.681,4186999.119,3717151.362,3948469.372,5735651.049,5870789.755,5683728.417,1.675513308
APOD_N98_H(5)N(4)S(2)F(4)_2,13577617.26,21622524.05,15530028.7,10098271.62,22103901.31,17313374.11,23625167.37,17025717.75,18184185.58,15587918.93,18800762.53,19212031.54,16814857.76,15084009.26,9876465.159,14570659.98,19306145.06,16470809.62,18375162.93,19154614.26,18820768.54,21413605.16,18184719.99,17623587.95,17186059.48,16706082.57,17213976.22,1.676013059
C1QA_N146_H(5)N(4)F(5),1913462.396,2035118.59,1924134.233,2011923.026,1926360.997,2254866.993,2496245.124,1743582.865,2089886.011,1840376.494,2195847.421,1849004.094,2817205.311,2437751.826,2624889.208,2207317.543,2736688.743,2604906.307,1743439.844,1460853.453,1643922.762,1508658.135,1561854.098,1537258.669,1730504.577,1679348.398,1681810.383,1.699872421
HPT_N241_H(5)N(4)S(2)F(3),11950086.99,10315200.62,8616621.079,12111376.32,11327740.6,11331540.7,809826.6555,848654.4354,795416.2374,1208867.867,899714.8787,1201856.81,2363115.698,1877763.184,1969289.048,2084625.602,2118729.3,2047212.128,4420116.177,3809321.884,3247486.634,5101559.122,4361330.353,3584770.397,5106371.735,4935154.597,5027122.43,1.705937906
A1BG_N179_H(6)N(5)S(2)F(1),793408.8884,470159.3161,477667.172,699059.076,518437.9808,776100.3923,2587516.456,2808966.39,3110289.571,2703091.402,2916579.391,3252564.284,1629545.052,1521190.802,1689074.867,1881082.128,1749583.067,1831424.707,2424395.033,3105418.233,2559111.591,3028148.736,3912818.986,2688084.994,1414480.898,1369645.774,1408435.401,1.74086135
HEMO_N187_H(6)N(5)S(4),,,,521247.2118,473437.4058,,7093246.675,6071894.601,5201900.257,5876006.357,5831547.808,5205496.883,1501704.847,1336325.675,1482348.378,291189.4299,1470203.85,317973.8878,6687230.649,4191766.648,5876916.52,6348300.145,6204780.9,4607353.489,4484326.297,4585977.659,4642571.098,1.754214321
CO4A_N1391_H(4)N(3)S(1),608606.1173,655515.4715,598581.7863,730060.2948,679329.4752,669757.3844,448872.3928,326312.7469,482891.7715,389041.4412,490894.6468,457235.1238,943246.6613,762744.1352,737598.4435,730878.1535,896599.7539,1006332.981,673048.9772,815502.68,723859.6479,584188.3011,678568.8036,949521.0961,437448.6955,433674.0113,448573.9218,1.760915824
CLUS_N374_H(6)N(5)S(3)F(1),46082278.19,44251921.64,51390512.07,52703945.91,54271338.69,52966955.73,106316047.8,135187123,121699590.8,141316040.7,150214750,135873380.5,54683390.72,53453225.01,60405843.24,89951658.59,65567277.22,50280777.01,104300422.7,107604032.8,111698373.2,108086834.3,99878716.47,106922970.3,95912907.62,99202153.88,98674340.91,1.803848339
A1AG2_N103_H(5)N(4)S(2),844578.8648,452350.8235,457045.3012,506237.6096,528143.0936,503090.5408,598302.6273,1003293.722,521725.2535,727915.9942,636501.5057,613537.2298,1239661.593,1246016.821,1106282.327,2111626.518,1869125.056,1639892.731,682362.864,631771.1594,675376.3195,753943.6861,698464.5085,635773.4785,853416.786,859951.044,883188.6407,1.807863012
CLUS_N103_H(6)N(5)S(2)F(4)_1,554078.7165,479086.77,365806.1696,427635.8734,444284.1219,568392.8031,516420.1526,335606.5939,687094.8769,399706.4904,394272.8586,456603.3825,368386.4707,483658.6353,153185.7734,402589.3792,296418.0009,378700.1047,476932.2472,388539.2062,445987.1498,418614.8075,314221.5021,446468.5707,257721.2392,267088.6285,263904.4784,1.811697349
KNG1_N48_H(6)N(5)S(3)F(1)_2,502260.2612,859683.1232,1065204.897,873660.6539,851944.6896,691230.9924,1898015.821,1699238.507,1929492.718,1836689.115,1718677.311,1256131.676,618700.3398,440847.859,1085942.835,697021.5365,894582.5415,1084780.077,1298796.427,1525477.444,1248186.599,1098069.752,983537.7806,1084493.232,1700531.476,1640652.888,1661869.038,1.820484451
HPT_N184_H(6)N(5)S(2),59111570.03,32291074.32,49765475.82,63129537.41,47079853.43,46805726.77,10517797.94,8569406.161,12939054.67,13561206.42,9173384.302,15010635.61,16617668.78,19565810.81,35008858.63,21908486.64,30822418.51,28117147.71,45480660.01,42929216.15,34765646.29,38032875.08,38143660.25,37565629.46,29534027.61,30216285.12,30620525.36,1.822972651
A1AG1_N93_H(10)N(6)F(2),3508101.158,2577443.114,2765467.117,2377967.885,3894324.467,3322038.761,3181422.632,2460642.754,3261572.631,3859831.461,3420472.843,2073567.563,2270865.077,2688695.191,1858479.009,1836719.759,1947170.283,2095837.115,2351487.596,2309031.321,2098242.055,2751670.501,2307563.224,2504143.702,5262121.974,5202393.858,5391779.845,1.831843702
APMAP_N160_H(5)N(4)S(2),2205777.463,2381406.123,2666610.914,2437714.299,2546325.435,2385222.842,2437083.028,3057926.868,3064355.907,3420174.681,2402198.038,2674317.753,2723547.879,2917342.355,2627317.29,2349531.755,2787051.913,2385063.471,2011186.59,2854533.315,3322581.562,2166080.883,1798358.677,2995435.456,2505993.757,2495689.616,2581284.869,1.848700146
F13B_N545_H(5)N(4)S(2),8744082.205,9653671.931,7960990.588,8768696.279,8679276.871,8024969.578,6297616.487,5571651.857,6384842.637,6888604.591,5407065.997,5327657.481,7609313.409,7285315.285,6156146.166,6271953.487,7629272.513,6462081.713,6087883.069,5310274.393,5393157.14,5160828.005,6100388.432,6233221.099,6449347.164,6419118.281,6231494.79,1.853762107
LG3BP_N69_H(7)N(6)S(4)F(1),1705017.444,2436840.872,1906255.811,1840778.097,2212640.27,2003248.592,2368427.22,1389079.033,1282276.461,2474616.833,2097128.19,1833399.359,2177586.96,1350355.446,1190757.934,1209158.835,1974136,990289.0394,1952558.265,1628848.66,615261.2551,1777428.884,1516335.189,1688192.714,2458227.717,2368682.697,2429398.912,1.889761821
HEMO_N187_H(6)N(4)S(2),2305171.663,2736178.015,2465016.039,2092091.795,2153446.148,1362936.108,3360630.409,3093768.068,2800749.71,2879108.129,3040815.576,1870763.558,2687573.16,2427732.568,2131284.833,1136734.362,2475839.858,1913934.361,1560044.669,1972908.09,2319708.76,1929093.605,2096268.864,2273381.974,2787332.635,2851433.754,2895177.149,1.906793291
VTNC_N86_H(6)N(5)S(3),7539181.291,6590713.248,7448643.62,7251785.381,8390864.493,8788467.181,3677382.644,4343075.99,4366793.599,5259575.547,4711823.683,4524574.61,11307439.06,10936791.71,9777642.776,10566780.08,11639068.26,9305246.007,3048544.577,3453172.339,3549482.876,3190273.117,4313042.212,3685440.195,7459308.2,7378016.112,7661128.951,1.943730123
CBG_N96_H(7)N(6)S(3),3490816.694,3981176.134,3499582.966,4180317.755,3338586.833,4245463.389,1949484.448,1857736.277,2041282.127,2589286.257,1737352.968,2442316.183,1955825.312,2575275.079,1851642.379,2301929.309,2367598.599,2134839.277,1641654.389,1298696.818,1188642.762,1515545.15,1743995.035,1790970.445,2002655.026,1955192.957,2032830.036,1.959944775
HPT_N241_H(7)N(6)S(1),46680655.48,45174767.79,43091686.71,51025267.78,52212121.83,51956586.68,4218535.773,4763916.199,4791067.331,6402224.555,4818702.693,6170484.028,10499599.34,9492734.83,9044610.673,10793965.29,10498918.35,10263650.91,19544988.53,18756443.93,15497983.83,22022490.41,18818667.69,17163604.9,23058072.21,23977563.53,23632445.64,1.971828973
FA12_N433_H(5)N(4)S(2)_2,4862103.983,4683141.101,4208430.148,4095612.153,4552061.143,4308280.462,3221551.723,2786208.496,2402168.513,2577615.017,3384493.373,2232228.09,5325692.607,4522266.452,4390309.939,5487470.613,6232487.806,4575902.423,3662164.717,4222696.457,3215196.57,3836222.123,3907661.606,3440606.64,4456976.184,4499694.102,4331170.439,1.977953518
FIBB_N394_H(5)N(4)S(2)F(1),13537774.41,12911314.28,9964780.152,13566080.06,12039366.1,11247795.21,11254361.17,8059842.992,8923573.571,8967111.741,10221699.94,9022689.1,7302795.603,6508677.457,5387807.526,5083591.02,5615143.8,4840851.674,18534757.45,11515346.7,15068514.14,18432364.15,12814783.28,11062301.33,11863347.54,12229206.2,11779570.86,1.999690715
PHLD_N568_H(6)N(5)S(2),1074953.245,1239807.665,1701806.05,1943622.764,951308.3468,1148172.796,945090.1222,1842292.988,953012.4198,1040375.355,1677724.158,1400651.074,1331746.117,1759156.399,1827926.607,1064728.28,2157533.934,1804031.65,1415195.32,,1537198.97,1021585.107,1484194.865,866430.6064,1178591.661,1169391.023,1214567.583,2.010423444
FIBB_N394_H(5)N(4)S(1)F(1)_1,7037336.694,10148707.8,8497659.154,10346547.76,10043283.67,9145485.629,8641471.872,10105301.39,8426672.882,10509552.77,9214524.23,9889249.166,12365797.42,9908372.239,9254420.454,10028514.26,9813104.082,9108953.683,8039397.334,6314103.659,8182533.038,7742913.643,8913709.887,7218267.832,11066046.5,11518742.6,11395545.39,2.066356104
CERU_N397_H(12)N(2),1302910.06,1114429.115,848778.6588,1436998.95,1217269.734,680106.3538,1237380.922,1678895.103,1582025.415,1619895.442,1780795.983,1267940.961,1354584.835,1394718.161,1294525.198,1086382.624,,1146233.3,922568.5505,1343057.067,1646397.419,1128780.671,1402459.601,1958959.969,1482637.629,1523340.846,1462712.747,2.074552222
IC1_N238_H(4)N(3)S(1)F(1),382616.7881,147908.6536,154066.0771,150247.5086,168874.5727,343110.7579,371853.6181,220642.6759,276468.3747,148644.9083,239147.8738,123274.4646,356562.2918,291345.6096,163481.0604,321907.6268,365524.8322,327837.158,345205.7621,344643.4112,120167.765,312660.7489,229470.6967,360322.1502,336236.0223,350541.7644,345278.6984,2.103259209
CERU_N358_H(6)N(5)S(3)F(1),751035.9056,598483.1306,901970.0684,542610.863,979294.514,1135536.252,2131584.121,1763670.432,2134307.426,2459379.621,2293040.305,2361795.891,1038724.266,1127881.041,786667.8352,807488.3633,1029346.503,1154376.371,3113684.567,1959498.964,2466973.849,2420277.056,2325512.469,2429230.644,1351316.66,1338868.802,1393518.301,2.104185673
HGFL_N296_H(5)N(4)S(2),1867240.929,1565887.268,3333925.211,1506684.506,1466059.851,1508364.23,1562824.477,2803103.108,1089974.579,1158552.758,1480090.205,1127945.072,1871864.59,3297384.43,1677226.689,2086413.559,2039535.107,2914156.025,1354474.864,1506445.061,1638352.55,1573135.559,1379596.289,1135302.349,1669191.202,1733998.409,1675044.789,2.117646855
PON1_N324_H(6)N(5)S(3)F(1)_2,,229195.6783,150229.2802,,,,613320.5519,230752.9483,197305.4254,181127.92,369617.3334,247781.375,,,166704.9536,,,,501171.7598,877288.3277,454848.459,690094.079,524931.7455,684615.7394,442481.8596,457673.9248,460375.383,2.126969126
