File,Glycan_Composition,Moiety_Mass_(Da),Glycan_Type,Glycan_Mass_(Da),num_Protein,num_Site,Percent_Relative_Abundance_in_Sample
ID112496_Pool01_MA10140C_6010_031524,Hex(5)HexNAc(5)NeuAc(1),0,Complex/Hybrid,2116.7563,3,4,0.0562
ID112496_Pool01_MA10140C_6010_031524,Hex(6)HexNAc(4)NeuAc(1),0,Complex/Hybrid,2075.7298,8,8,0.0549
ID112496_Pool01_MA10140C_6010_031524,Hex(6)HexNAc(5)NeuAc(1)Fuc(2),0,Complex/Hybrid,2570.9249,9,12,0.0548
ID112496_Pool01_MA10140C_6010_031524,Hex(5)HexNAc(4)NeuAc(1)NeuGc(1)Fuc(1),0,Complex/Hybrid,2366.8252,1,1,0.0534
ID112496_Pool01_MA10140C_6010_031524,Hex(6)HexNAc(5)NeuAc(1)Fuc(3),0,Complex/Hybrid,2716.9828,8,10,0.0497
ID112496_Pool01_MA10140C_6010_031524,Hex(4)HexNAc(3)Fuc(1),0,Complex/Hybrid,1403.5073,6,7,0.0464
ID112496_Pool01_MA10140C_6010_031524,Hex(10)HexNAc(8)NeuAc(1)Fuc(3),0,Complex/Hybrid,3974.4322,2,2,0.0432
ID112496_Pool01_MA10140C_6010_031524,Hex(7)HexNAc(6)NeuAc(1)Fuc(1),0,Complex/Hybrid,2789.9992,3,3,0.0428
ID112496_Pool01_MA10140C_6010_031524,Hex(5)HexNAc(4)NeuAc(1)Fuc(3),0,Complex/Hybrid,2351.8506,11,12,0.0416
ID112496_Pool01_MA10140C_6010_031524,Hex(9)HexNAc(7),0,Complex/Hybrid,2880.0309,8,10,0.0414
ID112496_Pool01_MA10140C_6010_031524,Hex(8)HexNAc(7)NeuAc(1)Fuc(1),0,Complex/Hybrid,3155.1314,2,4,0.04
ID112496_Pool01_MA10140C_6010_031524,Hex(6)HexNAc(4)NeuAc(1)Fuc(2),0,Complex/Hybrid,2367.8456,5,6,0.0387
ID112496_Pool01_MA10140C_6010_031524,Hex(8)HexNAc(6)NeuAc(2)Fuc(3),0,Complex/Hybrid,3535.2632,2,2,0.0363
ID112496_Pool01_MA10140C_6010_031524,Hex(9)HexNAc(6)NeuAc(2)Fuc(1),0,Complex/Hybrid,3405.2002,3,3,0.0362
ID112496_Pool01_MA10140C_6010_031524,Hex(4)HexNAc(3)NeuAc(1)Fuc(1),0,Complex/Hybrid,1694.6027,6,9,0.034
ID112496_Pool01_MA10140C_6010_031524,Hex(5)HexNAc(4)NeuAc(2)Fuc(2),0,Complex/Hybrid,2496.8881,3,3,0.0315
ID112496_Pool01_MA10140C_6010_031524,Hex(6)HexNAc(5)Fuc(2),0,Complex/Hybrid,2279.8295,4,4,0.0312
ID112496_Pool01_MA10140C_6010_031524,Hex(8)HexNAc(7)NeuAc(4)Fuc(1),0,Complex/Hybrid,4028.4176,1,1,0.0303
ID112496_Pool01_MA10140C_6010_031524,Hex(5)HexNAc(5)NeuAc(2),0,Complex/Hybrid,2407.8517,5,8,0.0281
ID112496_Pool01_MA10140C_6010_031524,Hex(5)HexNAc(5)Fuc(1),0,Complex/Hybrid,1971.7188,3,5,0.028
ID112496_Pool01_MA10140C_6010_031524,Hex(7)HexNAc(6)Fuc(4),0,Complex/Hybrid,2937.0775,1,1,0.0278
ID112496_Pool01_MA10140C_6010_031524,Hex(8)HexNAc(6)NeuAc(3)Fuc(1),0,Complex/Hybrid,3534.2428,2,3,0.0278
ID112496_Pool01_MA10140C_6010_031524,Hex(7)HexNAc(2),0,Oligo-Mannose,1540.5284,2,2,0.0275
ID112496_Pool01_MA10140C_6010_031524,Hex(5)HexNAc(4)Fuc(2),0,Complex/Hybrid,1914.6973,6,8,0.0262
ID112496_Pool01_MA10140C_6010_031524,Hex(7)HexNAc(6),0,Complex/Hybrid,2352.8459,3,5,0.0255
ID112496_Pool01_MA10140C_6010_031524,Hex(8)HexNAc(6)NeuAc(3)Fuc(2),0,Complex/Hybrid,3680.3007,2,3,0.0249
ID112496_Pool01_MA10140C_6010_031524,Hex(6)HexNAc(5)NeuAc(2)Fuc(3),0,Complex/Hybrid,3008.0782,5,5,0.0241
ID112496_Pool01_MA10140C_6010_031524,Hex(11)HexNAc(7)NeuAc(1),0,Complex/Hybrid,3495.2319,1,2,0.0232
ID112496_Pool01_MA10140C_6010_031524,Hex(7)HexNAc(6)NeuAc(1)Fuc(4),0,Complex/Hybrid,3228.1729,3,4,0.0229
ID112496_Pool01_MA10140C_6010_031524,Hex(6)HexNAc(5)NeuAc(4),0,Complex/Hybrid,3152.0953,3,3,0.0224
ID112496_Pool01_MA10140C_6010_031524,Hex(8)HexNAc(7)NeuAc(2)Fuc(1),0,Complex/Hybrid,3446.2268,2,2,0.0222
ID112496_Pool01_MA10140C_6010_031524,Hex(3)HexNAc(3),0,Complex/Hybrid,1095.3965,3,3,0.0208
ID112496_Pool01_MA10140C_6010_031524,Hex(5)HexNAc(5)NeuAc(1)Fuc(2),0,Complex/Hybrid,2408.8721,2,3,0.0191
ID112496_Pool01_MA10140C_6010_031524,Hex(9)HexNAc(8)NeuAc(2),0,Complex/Hybrid,3665.3011,3,3,0.018
ID112496_Pool01_MA10140C_6010_031524,Hex(7)HexNAc(5)NeuAc(2),0,Complex/Hybrid,2731.9573,1,1,0.0178
ID112496_Pool01_MA10140C_6010_031524,Hex(8)HexNAc(6)NeuAc(2)Fuc(2),0,Complex/Hybrid,3389.2053,1,1,0.0178
ID112496_Pool01_MA10140C_6010_031524,Hex(5)HexNAc(4)NeuGc(2),0,Complex/Hybrid,2236.7622,1,1,0.0176
ID112496_Pool01_MA10140C_6010_031524,Hex(6)HexNAc(4)NeuAc(2),0,Complex/Hybrid,2366.8252,3,3,0.0175
ID112496_Pool01_MA10140C_6010_031524,Hex(9)HexNAc(6)Fuc(3),0,Complex/Hybrid,3115.1252,1,1,0.0171
ID112496_Pool01_MA10140C_6010_031524,Hex(8)HexNAc(7)NeuAc(2),0,Complex/Hybrid,3300.1689,2,3,0.0168
ID112496_Pool01_MA10140C_6010_031524,Hex(8)HexNAc(6)NeuAc(1)Fuc(1),0,Complex/Hybrid,2952.052,2,3,0.0162
ID112496_Pool01_MA10140C_6010_031524,Hex(5)HexNAc(3)NeuAc(1)Fuc(1),0,Complex/Hybrid,1856.6555,2,2,0.0161
ID112496_Pool01_MA10140C_6010_031524,Hex(6)HexNAc(4)Fuc(2),0,Complex/Hybrid,2076.7502,4,4,0.0157
ID112496_Pool01_MA10140C_6010_031524,Hex(8)HexNAc(6)NeuAc(2)Fuc(4),0,Complex/Hybrid,3681.3211,3,4,0.0154
ID112496_Pool01_MA10140C_6010_031524,Hex(6)HexNAc(3)NeuAc(1),0,Complex/Hybrid,1872.6504,3,3,0.0147
ID112496_Pool01_MA10140C_6010_031524,Hex(4)HexNAc(4)Fuc(1),0,Complex/Hybrid,1606.5866,4,6,0.0145
ID112496_Pool01_MA10140C_6010_031524,Hex(7)HexNAc(6)NeuAc(2)Fuc(2),0,Complex/Hybrid,3227.1525,5,6,0.0136
ID112496_Pool01_MA10140C_6010_031524,Hex(3)HexNAc(3)Fuc(1),0,Complex/Hybrid,1241.4544,4,4,0.0134
ID112496_Pool01_MA10140C_6010_031524,Hex(6)HexNAc(2),0,Oligo-Mannose,1378.4756,2,2,0.0133
ID112496_Pool01_MA10140C_6010_031524,Hex(9)HexNAc(6)NeuAc(2)Fuc(2),0,Complex/Hybrid,3551.2581,1,1,0.013
ID112496_Pool01_MA10140C_6010_031524,Hex(7)HexNAc(6)NeuAc(3)Fuc(4),0,Complex/Hybrid,3810.3637,3,4,0.0128
ID112496_Pool01_MA10140C_6010_031524,Hex(7)HexNAc(7)Fuc(1),0,Complex/Hybrid,2701.9832,2,2,0.0113
ID112496_Pool01_MA10140C_6010_031524,Hex(9)HexNAc(7)NeuAc(2),0,Complex/Hybrid,3462.2217,2,2,0.011
ID112496_Pool01_MA10140C_6010_031524,Hex(11)HexNAc(2),0,Oligo-Mannose,2188.7397,1,1,0.0109
ID112496_Pool01_MA10140C_6010_031524,Hex(6)HexNAc(3)NeuAc(1)Fuc(1),0,Complex/Hybrid,2018.7083,2,2,0.0109
ID112496_Pool01_MA10140C_6010_031524,Hex(8)HexNAc(7)NeuAc(5),0,Complex/Hybrid,4173.4551,2,3,0.0107
ID112496_Pool01_MA10140C_6010_031524,Hex(7)HexNAc(6)NeuAc(2)Fuc(4),0,Complex/Hybrid,3519.2683,2,2,0.0097
ID112496_Pool01_MA10140C_6010_031524,Hex(5)HexNAc(4)NeuAc(2)Fuc(4),0,Complex/Hybrid,2789.004,1,1,0.0095
ID112496_Pool01_MA10140C_6010_031524,Hex(4)HexNAc(4)NeuAc(1),0,Complex/Hybrid,1751.6241,2,2,0.0092
ID112496_Pool01_MA10140C_6010_031524,Hex(7)HexNAc(7)Fuc(2),0,Complex/Hybrid,2848.0411,1,1,0.0091
ID112496_Pool01_MA10140C_6010_031524,Hex(9)HexNAc(8)NeuAc(1)Fuc(1),0,Complex/Hybrid,3520.2636,2,2,0.0091
ID112496_Pool01_MA10140C_6010_031524,Hex(5)HexNAc(4)Fuc(3),0,Complex/Hybrid,2060.7552,3,4,0.0087
ID112496_Pool01_MA10140C_6010_031524,Hex(5)HexNAc(4)Fuc(4),0,Complex/Hybrid,2206.8131,4,4,0.0069
ID112496_Pool01_MA10140C_6010_031524,Hex(10)HexNAc(8)NeuAc(1),0,Complex/Hybrid,3536.2585,1,1,0.0069
ID112496_Pool01_MA10140C_6010_031524,Hex(5)HexNAc(5)NeuAc(1)Fuc(3),0,Complex/Hybrid,2554.93,3,4,0.0069
ID112496_Pool01_MA10140C_6010_031524,Hex(8)HexNAc(8)Fuc(2),0,Complex/Hybrid,3213.1732,1,1,0.0066
ID112496_Pool01_MA10140C_6010_031524,Hex(6)HexNAc(5)NeuAc(2)Fuc(4),0,Complex/Hybrid,3154.1361,2,2,0.0066
ID112496_Pool01_MA10140C_6010_031524,Hex(4)HexNAc(4)NeuAc(2)Fuc(1),0,Complex/Hybrid,2188.7774,1,1,0.0065
ID112496_Pool01_MA10140C_6010_031524,Hex(5)HexNAc(4)NeuGc(1)Fuc(1),0,Complex/Hybrid,2075.7298,1,1,0.0062
ID112496_Pool01_MA10140C_6010_031524,Hex(3)HexNAc(2),0,Truncated,892.3172,1,1,0.006
ID112496_Pool01_MA10140C_6010_031524,Hex(8)HexNAc(8)NeuAc(1)Fuc(1),0,Complex/Hybrid,3358.2107,1,1,0.006
ID112496_Pool01_MA10140C_6010_031524,Hex(8)HexNAc(8)Fuc(1),0,Complex/Hybrid,3067.1153,1,1,0.0057
ID112496_Pool01_MA10140C_6010_031524,Hex(10)HexNAc(9),0,Complex/Hybrid,3448.2424,1,1,0.0053
ID112496_Pool01_MA10140C_6010_031524,Hex(7)HexNAc(7)NeuAc(3),0,Complex/Hybrid,3429.2115,1,1,0.0053
ID112496_Pool01_MA10140C_6010_031524,Hex(7)HexNAc(5)NeuAc(1)Fuc(2),0,Complex/Hybrid,2732.9777,1,1,0.0052
ID112496_Pool01_MA10140C_6010_031524,Hex(7)HexNAc(6)NeuAc(2)Fuc(3),0,Complex/Hybrid,3373.2104,2,2,0.0051
ID112496_Pool01_MA10140C_6010_031524,Hex(8)HexNAc(6)NeuAc(1)Fuc(2),0,Complex/Hybrid,3098.1099,2,3,0.005
ID112496_Pool01_MA10140C_6010_031524,Hex(5)HexNAc(4)NeuAc(3),0,Complex/Hybrid,2495.8677,1,1,0.0048
ID112496_Pool01_MA10140C_6010_031524,Hex(7)HexNAc(7)NeuAc(2),0,Complex/Hybrid,3138.1161,1,1,0.0046
ID112496_Pool01_MA10140C_6010_031524,Hex(7)HexNAc(6)NeuAc(5),0,Complex/Hybrid,3808.3229,1,2,0.0046
ID112496_Pool01_MA10140C_6010_031524,Hex(6)HexNAc(6)NeuAc(1),0,Complex/Hybrid,2481.8885,1,1,0.0045
ID112496_Pool01_MA10140C_6010_031524,Hex(5)HexNAc(6)Fuc(2),0,Complex/Hybrid,2320.8561,1,1,0.0042
ID112496_Pool01_MA10140C_6010_031524,Hex(7)HexNAc(7)NeuAc(2)Fuc(4),0,Complex/Hybrid,3722.3477,1,1,0.0042
ID112496_Pool01_MA10140C_6010_031524,Hex(6)HexNAc(3)NeuAc(2)Fuc(2),0,Complex/Hybrid,2455.8616,2,2,0.0041
ID112496_Pool01_MA10140C_6010_031524,Hex(6)HexNAc(6)NeuAc(1)Fuc(1),0,Complex/Hybrid,2627.9464,1,1,0.0041
ID112496_Pool01_MA10140C_6010_031524,Hex(7)HexNAc(7),0,Complex/Hybrid,2555.9253,1,1,0.004
ID112496_Pool01_MA10140C_6010_031524,Hex(8)HexNAc(4)NeuAc(1)Fuc(2),0,Complex/Hybrid,2691.9512,1,1,0.004
ID112496_Pool01_MA10140C_6010_031524,Hex(5)HexNAc(5)NeuAc(3)Fuc(2),0,Complex/Hybrid,2991.0629,2,2,0.0038
ID112496_Pool01_MA10140C_6010_031524,Hex(8)HexNAc(7)NeuAc(2)Fuc(2),0,Complex/Hybrid,3592.2847,2,2,0.0038
ID112496_Pool01_MA10140C_6010_031524,Hex(7)HexNAc(7)NeuAc(1),0,Complex/Hybrid,2847.0207,1,1,0.0036
ID112496_Pool01_MA10140C_6010_031524,Hex(7)HexNAc(5)NeuAc(2)Fuc(3),0,Complex/Hybrid,3170.131,2,3,0.0036
ID112496_Pool01_MA10140C_6010_031524,Hex(6)HexNAc(6)NeuAc(4),0,Complex/Hybrid,3355.1747,1,1,0.0035
ID112496_Pool01_MA10140C_6010_031524,Hex(7)HexNAc(5)NeuAc(1)Fuc(1),0,Complex/Hybrid,2586.9198,1,1,0.0035
ID112496_Pool01_MA10140C_6010_031524,Hex(8)HexNAc(8)NeuAc(1),0,Complex/Hybrid,3212.1528,1,1,0.0034
ID112496_Pool01_MA10140C_6010_031524,Hex(7)HexNAc(4)NeuAc(2)Fuc(2),0,Complex/Hybrid,2820.9938,2,3,0.0033
ID112496_Pool01_MA10140C_6010_031524,Hex(8)HexNAc(7)Fuc(2),0,Complex/Hybrid,3010.0939,1,2,0.0032
ID112496_Pool01_MA10140C_6010_031524,Hex(3)HexNAc(4)NeuAc(2),0,Complex/Hybrid,1880.6667,2,2,0.0032
ID112496_Pool01_MA10140C_6010_031524,Hex(5)HexNAc(6)NeuAc(2)Fuc(3),0,Complex/Hybrid,3049.1048,1,1,0.0031
ID112496_Pool01_MA10140C_6010_031524,Hex(6)HexNAc(5)NeuAc(1)Fuc(4),0,Complex/Hybrid,2863.0407,2,2,0.003
ID112496_Pool01_MA10140C_6010_031524,Hex(6)HexNAc(7)NeuAc(1)Fuc(3),0,Complex/Hybrid,3123.1416,1,1,0.0029
ID112496_Pool01_MA10140C_6010_031524,Hex(4)HexNAc(4),0,Complex/Hybrid,1460.5287,1,1,0.0028
ID112496_Pool01_MA10140C_6010_031524,Hex(7)HexNAc(8),0,Complex/Hybrid,2759.0046,1,1,0.0028
ID112496_Pool01_MA10140C_6010_031524,Hex(8)HexNAc(6)Fuc(4),0,Complex/Hybrid,3099.1303,2,2,0.0028
ID112496_Pool01_MA10140C_6010_031524,Hex(8)HexNAc(5)NeuAc(1)Fuc(1),0,Complex/Hybrid,2748.9727,2,2,0.0028
ID112496_Pool01_MA10140C_6010_031524,Hex(6)HexNAc(8)NeuAc(1),0,Complex/Hybrid,2888.0472,1,1,0.0027
ID112496_Pool01_MA10140C_6010_031524,Hex(7)HexNAc(7)NeuAc(1)Fuc(1),0,Complex/Hybrid,2993.0786,1,1,0.0027
ID112496_Pool01_MA10140C_6010_031524,Hex(5)HexNAc(4)NeuGc(1),0,Complex/Hybrid,1929.6719,1,2,0.0025
ID112496_Pool01_MA10140C_6010_031524,Hex(6)HexNAc(6)NeuAc(2),0,Complex/Hybrid,2772.9839,1,1,0.0025
ID112496_Pool01_MA10140C_6010_031524,Hex(8)HexNAc(7)NeuAc(1),0,Complex/Hybrid,3009.0735,2,2,0.0025
ID112496_Pool01_MA10140C_6010_031524,Hex(7)HexNAc(6)NeuAc(1)Fuc(2),0,Complex/Hybrid,2936.0571,1,1,0.0025
ID112496_Pool01_MA10140C_6010_031524,Hex(4)HexNAc(9),0,Complex/Hybrid,2475.9255,1,1,0.0024
ID112496_Pool01_MA10140C_6010_031524,Hex(9)HexNAc(7)NeuAc(1)Fuc(2),0,Complex/Hybrid,3463.2421,1,1,0.0024
ID112496_Pool01_MA10140C_6010_031524,Hex(6)HexNAc(6)Fuc(1),0,Complex/Hybrid,2336.851,1,1,0.0023
ID112496_Pool01_MA10140C_6010_031524,Hex(10)HexNAc(7)Fuc(2),0,Complex/Hybrid,3334.1995,1,1,0.0022
ID112496_Pool01_MA10140C_6010_031524,Hex(5)HexNAc(4)NeuAc(2)Fuc(3),0,Complex/Hybrid,2642.9461,1,1,0.0021
ID112496_Pool01_MA10140C_6010_031524,HexNAc(2),0,Truncated,406.1587,1,1,0.002
ID112496_Pool01_MA10140C_6010_031524,Hex(8)HexNAc(7)NeuAc(1)Fuc(2),0,Complex/Hybrid,3301.1893,1,1,0.0018
ID112496_Pool01_MA10140C_6010_031524,Hex(6)HexNAc(5),0,Complex/Hybrid,1987.7137,1,1,0.0017
ID112496_Pool01_MA10140C_6010_031524,Hex(6)HexNAc(4),0,Complex/Hybrid,1784.6344,1,1,0.0016
ID112496_Pool01_MA10140C_6010_031524,Hex(5)HexNAc(3)NeuAc(1),0,Complex/Hybrid,1710.5976,1,1,0.0016
ID112496_Pool01_MA10140C_6010_031524,Hex(8)HexNAc(8)NeuAc(4),0,Complex/Hybrid,4085.4391,1,2,0.0016
ID112496_Pool01_MA10140C_6010_031524,Hex(6)HexNAc(5)Fuc(3),0,Complex/Hybrid,2425.8874,1,1,0.0014
ID112496_Pool01_MA10140C_6010_031524,Hex(7)HexNAc(5)NeuAc(2)Fuc(1),0,Complex/Hybrid,2878.0152,1,1,0.0011
ID112496_Pool01_MA10140C_6010_031524,Hex(6)HexNAc(5)Fuc(1),0,Complex/Hybrid,2133.7716,1,1,0.001
ID112496_Pool01_MA10140C_6010_031524,Hex(8)HexNAc(8)Fuc(3),0,Complex/Hybrid,3359.2311,1,1,0.001
ID112496_Pool01_MA10140C_6010_031524,Hex(9)HexNAc(8)NeuAc(3),0,Complex/Hybrid,3956.3965,1,1,0.001
ID112496_Pool01_MA10140C_6010_031524,Hex(8)HexNAc(5)NeuAc(2),0,Complex/Hybrid,2894.0102,1,1,8.00E-04
ID112496_Pool01_MA10140C_6010_031524,Hex(10)HexNAc(6),0,Complex/Hybrid,2839.0043,2,2,7.00E-04
ID112496_Pool01_MA10140C_6010_031524,Hex(3)HexNAc(4)Fuc(1),0,Complex/Hybrid,1444.5338,2,2,7.00E-04
ID112496_Pool01_MA10140C_6010_031524,Hex(7)HexNAc(6)Fuc(3),0,Complex/Hybrid,2791.0196,1,1,6.00E-04
ID112496_Pool01_MA10140C_6010_031524,Hex(4)HexNAc(5)NeuAc(1),0,Complex/Hybrid,1954.7035,1,1,5.00E-04
ID112496_Pool01_MA10140C_6010_031524,Hex(9)HexNAc(8)NeuAc(2)Fuc(1),0,Complex/Hybrid,3811.359,1,1,5.00E-04
ID112496_Pool01_MA10140C_6010_031524,Hex(4)HexNAc(4)Fuc(3),0,Complex/Hybrid,1898.7024,1,1,4.00E-04
ID112496_Pool01_MA10140C_6010_031524,Hex(5)HexNAc(5)Fuc(3),0,Complex/Hybrid,2263.8346,1,1,4.00E-04
ID112496_Pool01_MA10140C_6010_031524,Hex(8)HexNAc(4)NeuAc(1),0,Complex/Hybrid,2399.8354,1,1,3.00E-04
ID112496_Pool01_MA10140C_6010_031524,Hex(4)HexNAc(8),0,Complex/Hybrid,2272.8462,1,1,2.00E-04
ID112496_Pool02_MA10140C_6010_031524,HexNAc(2),0,Truncated,406.1587,3,3,0.0044
ID112496_Pool02_MA10140C_6010_031524,Hex(2)HexNAc(2),0,Truncated,730.2644,1,1,0.0029
ID112496_Pool02_MA10140C_6010_031524,Hex(3)HexNAc(2),0,Truncated,892.3172,1,1,0.0167
ID112496_Pool02_MA10140C_6010_031524,Hex(6)HexNAc(2),0,Oligo-Mannose,1378.4756,2,2,0.0142
